ID	Fwy	Dir	District	County	City	State_PM	Abs_PM	Latitude	Longitude	Length	Type	Lanes	Name	User_ID_1	User_ID_2	User_ID_3	User_ID_4
400331	101	N	4	81		19.63	421.817	37.62072	-122.399676	.195	ML	4	S.F.Airport-San Bruno Ave -3	DT291	L4-N-35-101-01963		
400333	880	N	4	1	68084	23.69	33.917	37.719584	-122.177086	.65	ML	4	Davis Street	DT718	L4-N-33-880-02369		
400334	580	W	4	1	41992	15.07	31.102	37.701133	-121.81961	1.445	ML	4	Airway Blvd	DT311	L4-W-33-580-01507		
400335	680	N	4	1	20018	21.15	30.688	37.714602	-121.932779	.32	ML	4	3900ft S of Alcosta Blvd		L4-N-33-680-02115		
400336	85	N	4	85	68000	9.10	9.1	37.250624	-121.928209	.6	ML	4	Union Avenue	E37EE	L4-N-37-085-00910		
400337	80	W	4	95	81666	1.09	28.575	38.075741	-122.231688	.64	ML	3	Maritime Academy Rd	DT055	L3-W-23-080-00109		
400338	280	N	4	81	17918	24.91	47.45	37.67345	-122.46795	3.455	ML	4	Serramonte Blvd	DT494	L4-N-35-280-02491		
400339	580	W	4	1	53000	41.51	57.74	37.798217	-122.216962	1	ML	4	Lane Drop	DT106	L4-E-33-580-04151		
400340	101	S	4	81		19.84	422.064	37.623521	-122.40095	.45	ML	4	S.F.Airportsan Bruno Ave - 4	DT292	L4-S-35-101-01984		
400341	880	N	4	1	53000	28.07	38.297	37.771469	-122.22307	.56	ML	4	42nd / High St.	DT724	L4-N-33-880-02807		
400345	24	E	4	13	54232	2.66	7.008	37.882713	-122.1802	.375	ML	5	Bryant Way	DT430	L5-E-28-024-00266		
400349	101	N	4	41		17.33	457.854	38.057912	-122.530824	.375	ML	4	Nave Dr-Ignacio Blvd-1	DT559	L4-N-27-101-01733		
400350	280	S	4	81		10.60	33.146	37.505148	-122.335924	5	ML	4	SR-92	DT916	L4-S-35-280-01060		
400352	880	S	4	1	33000	16.45	26.677	37.641602	-122.091709	.285	ML	4	Route 92 EB(Diag)/WB(Loop)	DT764	L4-S-33-880-01645		
400353	101	N	4	85	68000	42.19	391.827	37.383125	-121.967496	.935	ML	4	Montague Expressway	E37W1	L4-N-37-101-04219		
400354	24	W	4	13	54232	3.76	8.108	37.892849	-122.166614	.455	ML	5	Acalanes / Nido	DT437	L5-W-28-024-00376		
400359	580	E	4	13	60620	3.46	67.137	37.922431	-122.357855	1.07	ML	3	Harbour Way	DT003	L3-E-28-580-00346		
400360	880	N	4	1	53000	24.65	34.877	37.730698	-122.187572	.575	ML	4	98th Ave.	E33EQ	L4-N-33-880-02465		
400361	80	W	4	13	60620	2.97	16.316	37.937368	-122.326196	.395	ML	4	San Pablo Ave/Barrett Ave	DT114	L4-W-28-080-00297		
400363	880	S	4	1	26000	4.58	14.807	37.505941	-121.965865	.375	ML	4	Auto Mall Pkwy(Durham)	DT818	L4-S-33-880-00458		
400367	80	E	4	1	6000	4.82	10.13	37.8524	-122.299656	.245	ML	5	Ashby Ave		L5-E-33-080-00482		
400369	680	N	4	95		3.03	61.153	38.088318	-122.109682	1.8	ML	2	Lake Herman Rd	DT846	L2-N-23-680-00303		
400370	87	N	4	85	68000	4.70	4.7	37.317672	-121.88931	.27	ML	4	Lane Add	DT131	L4-N-37-087-00470		
400372	101	S	4	85	69084	42.58	392.254	37.38482	-121.974251	.45	ML	4	Bowers Avenue	DT515	L4-S-37-101-04258		
400376	680	N	4	1	26000	2.48	12.415	37.496503	-121.924073	2.72	ML	4	Mission Blvd Off/On-1	DT826	L4-N-33-680-00248		
400378	80	W	4	13	60620	2.05	15.396	37.925318	-122.320965	.31	ML	5	EB Cutting Blvd	DT166	L5-W-28-080-00205		
400380	948	S	4	1	53000	0.24	.24	37.818999	-122.296819	1.463	ML	2	Maritime	DT125	L2-S-33-948-00024		
400382	101	S	4	41		15.85	456.17	38.037635	-122.536716	2.725	ML	4	Alameda Del Prado -Miller Creek	DT555	L4-S-27-101-01585		
400385	580	E	4	13	60620	1.70	65.425	37.917462	-122.329259	.266	ML	4	Lane Add	DT004	L4-E-28-580-00170		
400388	101	N	4	81	46870	3.20	405.387	37.480426	-122.174688	1.17	ML	4	Willow Rd.-Marsh Rd.-3	DT046	L4-N-35-101-00320		
400389	24	E	4	13	54232	3.00	7.348	37.887084	-122.177406	.32	ML	5	800' west of St. Stephens Drive	DT434	L5-E-28-024-00300		
400390	101	N	4	41	52582	19.20	459.724	38.081356	-122.547451	2.575	ML	3	Novato Blvd/Rowland Blvd-1	DT028	L3-N-27-101-01920		
400392	101	S	4	41		17.79	458.11	38.063597	-122.535214	.315	ML	4	Ignacio Blvd	DT560	L4-S-27-101-01779		
400393	680	S	4	13	17988	9.10	40.492	37.837669	-122.014011	.25	ML	4	Stone Valley Rd	DT526	L4-S-28-680-00910		
400394	101	S	4	85	68000	38.35	388.024	37.364382	-121.902692	.865	ML	5	SB 880 To SB 101	DT192	L5-S-37-101-03835		
400395	580	E	4	13	60620	1.40	65.125	37.914244	-122.325871	.49	ML	3	Lane Drop	DT118	L3-E-28-580-00140		
400397	280	S	4	75	67000	2.05	52.023	37.726891	-122.445512	2.318	ML	5	San Jose Ave	DT007	L5-S-34-280-00205		
400398	92	W	4	81	68252	12.23	12.956	37.553671	-122.294414	.395	ML	4	NB 101	DT035	L4-W-35-092-01223		
400400	101	N	4	85	68000	35.11	384.743	37.34241	-121.854543	.32	ML	4	SB 680 To NB 101	DT516	L4-N-37-101-03511		
400401	680	S	4	13	17988	7.98	39.372	37.827616	-121.997921	.255	ML	4	WB Diablo Rd	DT258	L4-S-28-680-00798		
400402	101	N	4	81		19.25	421.437	37.615421	-122.397724	.16	ML	6	S.F.Airport	DT288	l6-N-35-101-01925		
400406	24	W	4	1	53000	2.32	.473	37.83111	-122.266925	.285	ML	4	Rte I-580	DT671	L4-W-33-024-00232		
400407	580	W	4	13	60620	1.40	65.195	37.914274	-122.325581	.49	ML	3	Bayview Ave	DT118	L3-W-28-580-00140		
400409	880	S	4	1	26000	3.05	13.277	37.490584	-121.945998	2.595	ML	4	Fremont Blvd.	E33GT	L4-S-33-880-00305		
400410	85	N	4	85	68000	0.81	.81	37.240325	-121.782062	.77	ML	3	Great Oaks Boulevard	E37DJ	L3-N-37-085-00081		
400411	80	W	4	13	60620	6.27	19.616	37.980256	-122.317154	.205	ML	4	Richmond Parkway	DT169	L4-W-28-080-00627		
400413	24	W	4	13	54232	2.57	6.918	37.881791	-122.181562	.395	ML	4	Camino Pablo	DT432	L4-W-28-024-00257		
400414	280	N	4	85	68000	6.09	7.472	37.317942	-121.977301	1.09	ML	4	Saratoga Avenue	DT598	l4-N-37-280-00609		
400416	17	S	4	85	44112	7.19	19.743	37.228152	-121.974056	3.54	ML	2	Saratoga Avenue / Hwy 9	DT568	L2-S-37-017-00719		
400417	880	N	4	1	26000	4.03	14.257	37.500569	-121.958606	.595	ML	4	Truck Scales (Fremont)	DT924	L4-N-33-880-00403		
400418	87	N	4	85	68000	2.66	2.66	37.291922	-121.871631	.485	ML	2	Lane Drop/Curtner Ave-2	E37BX	L2-N-37-087-00266		
400419	880	N	4	1	33000	16.06	26.287	37.636803	-122.087986	.22	ML	4	Tennyson Rd	DT391	L4-N-33-880-01606		
400422	880	N	4	1	68084	23.35	33.577	37.715784	-122.173158	.245	ML	4	Marina Blvd /Davis St.-1	DT917	L4-N-33-880-02335		
400423	84	E	4	1	50916	3.86	33.92			.355	ML	3	Thornton Ave	DT066	L3-E-33-084-00386		
400425	101	S	4	81	20970	0.93	403.154	37.460699	-122.1415	.979	ML	4	Sr 84/University Ave-2	DT815	L4-S-35-101-00093		
400427	880	S	4	1	33000	16.81	27.037	37.646153	-122.094899	.33	ML	4	SR-92 /Jackson St	DT393	L4-S-33-880-01681		
400429	280	S	4	85	68000	6.98	8.362	37.319424	-121.993175	1.22	ML	4	Lawrence Expressway	E37BM	L4-S-37-280-00698		
400430	80	E	4	13	57288	7.29	20.636	37.992091	-122.307341	.36	ML	4	Appian Way	DT468	L4-E-28-080-00729		
400432	80	E	4	1	6000	5.63	10.94	37.863893	-122.302769	.12	ML	5	University Ave		L5-E-33-080-00563		
400434	680	N	4	13	17988	9.91	41.302	37.845522	-122.024978	.47	ML	4	Stone Valley Rd	DT528	L4-N-28-680-00991		
400435	101	S	4	85	77000	46.81	396.484	37.403153	-122.047463	.9	ML	4	Ellis Street	DT085	L4-S-37-101-04681		
400436	17	N	4	85	10340	10.57	23.123	37.271687	-121.947037	1.365	ML	3	Camden Avenue	E37J4	l3-N-37-017-01057		
400437	680	S	4	13	17988	6.87	38.262	37.812737	-121.993371	.482	ML	4	Sycamore Valley Rd	DT517	L4-S-28-680-00687		
400438	24	E	4	13	54232	2.25	6.598	37.87761	-122.184005	.425	ML	4	Camino Pablo	TV608	L4-E-28-024-00225		
400440	101	S	4	85	68000	36.11	385.78	37.353727	-121.865827	.987	ML	4	Julian St/Mckee Rd	E37EN	L4-S-37-101-03611		
400442	880	S	4	1	53000	24.60	34.827	37.730017	-122.18722	.61	ML	4	98th Ave.	E33EN	L4-S-33-880-02460		
400443	80	E	4	13	60620	2.97	16.316	37.937479	-122.325945	.395	ML	4	San Pablo Ave	DT114	L4-E-28-080-00297		
400444	85	N	4	85	68000	3.84	3.84	37.25025	-121.835557	.96	ML	3	Blossom Hill Road	E37DK	L3-N-37-085-00384		
400445	80	E	4	13	60620	2.62	15.966	37.932712	-122.325878	.46	ML	4	WB Mcdonald	DT463	L4-E-28-080-00262		
400446	680	S	4	13	68378	3.99	35.407	37.77449	-121.974048	.195	ML	4	Crow Canyon	DT506	L4-S-28-680-00399		
400448	84	W	4	1	50916	3.86	33.92			.41	ML	3	Thornton Ave	DT066	L3-W-33-084-00386		
400449	237	W	4	85	68000	7.11	7.162	37.419452	-121.955498	.665	ML	3	North First Street	E37FA	L3-W-37-237-00711		
400450	680	N	4	13	17988	9.10	40.492	37.83784	-122.013794	.25	ML	4	El Pintado Rd	DT526	L4-N-28-680-00910		
400451	880	S	4	1	26000	10.12	20.347	37.561479	-122.036403	.21	ML	4	NB Route 84	E33FZ	L4-S-33-880-01012		
400453	101	N	4	81	20970	0.93	403.117	37.460848	-122.141364	.942	ML	4	University Ave	DT815	L4-N-35-101-00093		
400454	880	S	4	1	53000	33.15	43.377	37.803327	-122.301708	.51	ML	4	7th St	DT332	L4-S-33-880-03315		
400457	87	S	4	85	68000	1.53	1.53	37.276926	-121.863886	.34	ML	2	Capitol Expressway	E37BT	L2-S-37-087-00153		
400460	101	S	4	41		17.04	457.36	38.05375	-122.530892	.515	ML	4	Ignacio Blvd -Alameda Del Prado	DTB44	L4-S-27-101-01704		
400461	85	N	4	85	68000	6.34	6.34	37.254781	-121.878917	.915	ML	3	Almaden Expressway	E37CH	L3-N-37-085-00634		
400462	680	S	4	95		9.96	68.122	38.181993	-122.133971	2.245	ML	2	Gold Hill Rd	DT776	L2-S-23-680-00996		
400463	880	S	4	1	33000	17.99	28.217	37.661372	-122.104698	.215	ML	5	A St	DT395	L5-S-33-880-01799		
400464	85	N	4	85	44112	10.88	11.056	37.258029	-121.962211	.345	ML	3	SB 17& NB 17 To NB 85	E37DY	L3-N-37-085-01088		
400465	80	W	4	13	57288	6.89	20.236	37.98862	-122.313232	.34	ML	4	Appian Way/Richmond Pkwy-1	DT172	L4-W-28-080-00689		
400468	880	S	4	1	26000	6.10	16.327	37.521308	-121.985517	.755	ML	4	Stevenson Blvd.	DT375	L4-S-33-880-00610		
400473	101	N	4	81		20.53	422.717	37.633527	-122.402853	.4	ML	4	WB I380- EB I-380-1	DT293	L4-N-35-101-02053		
400474	101	N	4	85	68000	28.50	377.771	37.256295	-121.794639	1.596	ML	4	Blossom Hill Road	E37CU	L4-N-37-101-02850		
400478	80	E	4	13	33308	10.04	23.386	38.01489	-122.269381	.915	ML	3	EB SR-4/Willow Ave	DT020	L3-E-28-080-01004		
400479	880	S	4	85	68000	3.94	3.94	37.362439	-121.903211	.375	ML	3	SB 101 To SB 880	E37FJ	L3-S-37-880-00394		
400480	580	W	4	1	53000	45.31	61.243	37.824968	-122.270895	.13	ML	4	West St	DT343	L4-W-33-580-04531		
400483	680	S	4	13	57764	19.90	51.6	37.976609	-122.064419	.31	ML	4	Burnett Ave	DT915	L4-S-28-680-01990		
400484	101	S	4	81		19.37	421.594	37.616934	-122.398733	.1	ML	5	I-380 To Airport Blvd -S.F. Airp	DT289	L5-S-35-101-01937		
400485	85	N	4	85	68000	10.29	10.29	37.254231	-121.949216	.608	ML	3	SB 17& NB 17 To SB 85	E37DX	L3-N-37-085-01029		
400487	4	E	4	13		18.57	18.409	38.023441	-121.969126	.345	ML	3	Bay Pointe Rd.	DT865	L3-E-28-004-01857		
400488	880	N	4	1	33000	13.78	24.007	37.608066	-122.067407	.555	ML	5	Whipple Road	E33AV	L5-N-33-880-01378		
400489	580	E	4	1	53000	45.31	61.395	37.824791	-122.270978	.13	ML	2	West St	DT343	L2-E-33-580-04531		
400490	880	N	4	1	26000	7.36	17.587	37.531271	-122.004734	.65	ML	4	EB Mowry Ave.	E33FN	L4-N-33-880-00736		
400492	580	E	4	1	53000	38.89	54.956	37.780572	-122.173006	1.592	ML	4	SB SR-13	DT101	L4-E-33-580-03889		
400494	24	E	4	13	39122	6.98	11.328	37.895807	-122.108492	.39	ML	5	First St	DT451	L5-E-28-024-00698		
400495	880	N	4	1	53000	25.51	35.737	37.74083	-122.196448	.38	ML	4	SB Hegenberger Rd.	E33EV	L4-N-33-880-02551		
400496	84	W	4	1	50916	5.76	35.82			2.6	ML	3	I-880	DT019	L3-W-33-084-00576		
400497	101	N	4	81	73262	23.53	425.717	37.672002	-122.390835	.965	ML	4	Marina Blvd	DT299	L4-N-35-101-02353		
400498	880	S	4	1	53000	27.53	37.757	37.764896	-122.217766	.87	ML	4	High St.	E33EZ	L4-S-33-880-02753		
400499	280	N	4	85	17610	8.42	9.802	37.331068	-122.014931	.985	ML	4	Wolfe Road	E37V7	L4-N-37-280-00842		
400503	101	N	4	81	73262	21.35	423.537	37.645076	-122.406148	.505	ML	5	S Airport Blvd	DT296	L5-N-35-101-02135		
400504	92	W	4	81	68252	9.33	10.056	37.531803	-122.330055	1.32	ML	2	Hillsdale Blvd	DT031	L2-W-35-092-00933		
400505	680	N	4	13	57764	17.01	48.511	37.935249	-122.06006	.56	ML	5	Treat Blvd/Buskirk Ave	DT550	L5-N-28-680-01701		
400507	85	N	4	85	68000	15.67	15.846	37.298931	-122.029806	.515	ML	3	De Anza Boulevard	E37DP	L3-N-37-085-01567		
400508	880	S	4	85	68000	2.55	2.55	37.34766	-121.919969	.67	ML	3	Coleman Ave	E37K4	l3-S-37-880-00255		
400513	101	S	4	41		19.05	459.37	38.079501	-122.545844	.29	ML	4	Lane Add/WB Sr 37 - 1	DT565	L4-S-27-101-01905		
400514	880	S	4	85	68000	1.28	1.28	37.334602	-121.936288	.345	ML	3	Bascom Ave	E37KI	l3-S-37-880-00128		
400516	4	W	4	13	16000	15.47	15.309	38.010005	-122.022018	1.14	ML	4	Port Chicago Hwy	DT164	L4-W-28-004-01547		
400519	85	S	4	85	68000	4.87	4.87	37.255257	-121.85256	.505	ML	3	SB 87 To SB 85	E37EW	L3-S-37-085-00487		
400521	242	N	4	13	16000	2.10	2.359	37.988028	-122.04042	.32	ML	2	Grant St	DT173	L2-N-28-242-00210		
400525	101	S	4	41		16.30	456.62	38.043798	-122.535322	.595	ML	5	Alameda Del Prado	DTB46	L5-S-27-101-01630		
400526	4	W	4	13		18.57	18.409	38.023694	-121.969042	.27	ML	3	Bay Pointe Rd.	DT865	L3-W-28-004-01857		
400528	85	S	4	85	49670	22.49	22.666	37.388893	-122.068829	1.64	ML	3	East Evelyn Avenue	E37FX	L3-S-37-085-02249		
400529	880	N	4	1		19.37	29.597	37.677613	-122.118725	.69	ML	5	A St	DT398	L5-N-33-880-01937		
400531	101	S	4	81	68252	11.65	413.874	37.550384	-122.293465	2.515	ML	5	Lane Add	DT264	L5-S-35-101-01165		
400532	24	E	4	13	39122	5.34	9.688	37.890463	-122.137515	.7	ML	4	Acalanes Rd/Oak Hill Rd - 1	DT444	L4-E-28-024-00534		
400534	880	N	4	1	26000	11.66	21.887	37.581087	-122.048943	.475	ML	4	Alvarado-Fremont Blvd.	E33GN	L4-N-33-880-01166		
400535	680	S	4	85	68000	0.98	.98	37.349742	-121.839177	2.89	ML	4	Jackson Ave	E28H3	L4-S-37-680-00098		
400536	880	N	4	1	81204	13.14	23.367	37.600243	-122.061912	.615	ML	5	Alvarado-Niles Road	E33GP	L5-N-33-880-01314		
400538	80	W	4	13	60620	6.61	19.956	37.985094	-122.315756	.31	ML	4	Richmond Parkway	DT171	L4-W-28-080-00661		
400539	880	N	4	1	26000	11.05	21.277	37.572566	-122.045996	.585	ML	5	Decoto Rd	DT382	L5-N-33-880-01105		
400540	101	N	4	81	73262	21.80	423.987	37.651586	-122.406767	.765	ML	5	S Airport Blvd	DT297	L5-N-35-101-02180		
400545	101	S	4	85	77000	46.02	395.694	37.40013	-122.033628	.545	ML	4	EB 237 To SB 101	DT221	L4-S-37-101-04602		
400546	680	N	4	1	20018	21.47	31.008	37.718485	-121.936023	.285	ML	5	Drop Lane	DT155	L5-N-33-680-02147		
400547	101	S	4	41	16462	8.52	448.84	37.942551	-122.515478	5	ML	4	Sir Francis Drake Blvd	DT552	L4-S-27-101-00852		
400549	580	W	4	1	53000	38.89	54.804	37.78073	-122.172868	1.09	ML	4	Kuhnle Ave	DT101	L4-W-33-580-03889		
400550	24	W	4	13	39122	6.39	10.738	37.894371	-122.119889	.395	ML	4	Deer Hill Rd	DT448	L4-W-28-024-00639		
400551	680	N	4	95		9.96	68.083	38.182062	-122.13374	2.245	ML	2	Gold Hill Rd	DT776	L2-N-23-680-00996		
400552	280	S	4	75	67000	3.44	53.413	37.731804	-122.421878	.38	ML	4	SB Alemany  Blvd	DT009	L4-S-34-280-00344		
400553	680	S	4	13	68378	2.53	33.947	37.75547	-121.96262	.27	ML	4	Bollinger Canyon Rd	DT500	L4-S-28-680-00253		
400554	680	N	4	13	17988	7.51	38.902	37.822058	-121.993283	.145	ML	4	Dialblo Rd	DT519	L4-N-28-680-00751		
400556	87	S	4	85	68000	4.70	4.7	37.317592	-121.889632	.27	ML	5	I-280	DT131	L5-S-37-087-00470		
400560	280	N	4	85	69084	7.63	9.012	37.324839	-122.002891	1.165	ML	4	Stevens Creek Blvd	E37H2	l4-N-37-280-00763		
400563	87	N	4	85	68000	5.26	5.26	37.325188	-121.892923	.33	ML	2	Auzerais Ave/Delmas St	E37DF	L2-N-37-087-00526		
400565	880	S	4	1	26000	11.42	21.647	37.577648	-122.04799	.27	ML	4	Alvarado-Fremont Blvd.	E33GZ	L4-S-33-880-01142		
400566	680	S	4	1	26000	2.48	12.415	37.496379	-121.924336	3	ML	4	Mission Blvd (Mission San Jose D	DT827	L4-S-33-680-00248		
400567	237	E	4	85	68000	6.70	6.752	37.418931	-121.962821	.462	ML	4	North First Street	E37HB	L4-E-37-237-00670		
400568	101	S	4	81		18.58	420.804	37.608375	-122.389578	.53	ML	6	Geo	DT286	L6-S-35-101-01858		
400570	880	S	4	1	53000	28.88	39.107	37.776614	-122.236242	.225	ML	4	23th Ave./Kennedy St.	E33FC	L4-S-33-880-02888		
400571	237	W	4	85	69084	5.61	5.667	37.414204	-121.981514	.715	ML	3	Great America Parkway	E37HA	L3-W-37-237-00561		
400573	280	N	4	75	67000	6.52	56.481	37.770861	-122.397356	1.644	ML	3	Mariposa St	DT249	L3-N-34-280-00652		
400574	880	N	4	1	68084	22.96	33.187	37.711717	-122.168258	.35	ML	4	Marina Blvd.	DT700	L4-N-33-880-02296		
400575	280	N	4	75	67000	3.44	53.401	37.731873	-122.417757	.38	ML	4	Monterey Ave/Alemany Blvd-1	DT009	L4-N-34-280-00344		
400576	880	S	4	1	26000	7.11	17.337	37.529088	-122.001101	.505	ML	4	EB Mowry Ave.	E33BJ	L4-S-33-880-00711		
400577	85	S	4	85	68000	3.80	3.8	37.249661	-121.835108	1.02	ML	4	Blossom Hill Road	E37EQ	L4-S-37-085-00380		
400578	101	S	4	81	20970	1.97	404.157	37.469843	-122.156614	.394	ML	4	SB Marsh Rd	DT043	L4-N-35-101-00197		
400579	24	E	4	13	39122	4.72	9.068	37.890953	-122.148661	.405	ML	4	Acalanes Rd	DT442	L4-E-28-024-00472		
400580	24	W	4	13	39122	8.20	12.548	37.89816	-122.087509	.265	ML	5	NB I-680/Mt Diablo	DT457	L5-W-28-024-00820		
400581	237	W	4	85	49670	0.01	.01	37.380572	-122.072863	1.359	ML	3	Mathilda Avenue	E37JR	L3-W-37-237-00001		
400582	85	S	4	85	68000	13.52	13.696	37.275212	-122.004898	1.385	ML	3	Saratoga Avenue	E37DR	L3-S-37-085-01352		
400586	101	S	4	85	68000	40.75	390.424	37.376835	-121.942537	.6	ML	4	Trimble Road	E37GT	L4-S-37-101-04075		
400591	101	N	4	85	68000	31.83	381.463	37.304727	-121.818118	.635	ML	4	Capitol Expressway	E37K7	L4-N-37-101-03183		
400593	101	N	4	81		19.45	421.637	37.618189	-122.398826	.13	ML	6	S.F.Airport-San Bruno Ave -2	DT290	L6-N-35-101-01945		
400596	242	S	4	13	16000	2.10	2.359	37.988065	-122.04064	1.608	ML	2	Solano Way/Grant Ave	DT173	L2-S-28-242-00210		
400598	101	N	4	41	52582	16.77	457.294	38.04987	-122.531433	.37	ML	4	Nave Dr	DTB45	L4-N-27-101-01677		
400600	24	W	4	13	39122	4.69	9.038	37.891528	-122.149959	.33	ML	4	Deer Hill Rd /Acalanes	DT441	L4-W-28-024-00469		
400601	948	N	4	1	53000	0.24	.24	37.817578	-122.296578	1.3	ML	3	Maritime	DT125	L3-N-33-948-00024		
400602	680	S	4	1	26000	1.48	11.415	37.484231	-121.914324	1.2	ML	3	Mission Blvd (Mission San Jose D	DT353	L3-S-33-680-00148		
400604	24	W	4	13	39122	7.95	12.298	37.89803	-122.09204	.355	ML	4	Pleasant Hill Rd	DT454	L4-W-28-024-00795		
400606	580	W	4	1	53000	44.68	60.613	37.822295	-122.25977	.365	ML	4	Oakland Ave/Harrison St	DT337	L4-W-33-580-04468		
400607	880	N	4	1	53000	28.65	38.877	37.77487	-122.232742	.405	ML	4	29th Ave.	E33FB	L4-N-33-880-02865		
400608	880	N	4	1	53000	25.60	35.827	37.741927	-122.197422	.665	ML	5	NB Hegenberger Rd.	DT070	L5-N-33-880-02560		
400609	880	S	4	1	53000	31.31	41.537	37.796547	-122.270242	.42	ML	5	Broadway	E33FG	L5-S-33-880-03131		
400611	880	N	4	1	33000	14.69	24.917	37.619533	-122.075651	.35	ML	4	Industrial Parkway	E33CJ	L4-N-33-880-01469		
400612	80	E	4	1	6000	6.14	11.45	37.871027	-122.304954	.39	ML	5	WB University Ave		L5-E-33-080-00614		
400615	4	E	4	13	16000	15.75	15.589	38.010378	-122.016544	1.14	ML	3	Port Chicago Hwy.	DT795	L3-E-28-004-01575		
400616	24	W	4	13	39122	5.10	9.448	37.891578	-122.142555	.49	ML	4	Deer Hill Rd /Acalanes	DT443	L4-W-28-024-00510		
400617	24	W	4	13	54232	2.28	6.628	37.878808	-122.185235	.38	ML	4	Camino Pablo Off/On -1	DT431	L4-W-28-024-00228		
400618	680	N	4	1	26000	0.08	10.015	37.46572	-121.904884	.15	ML	3	Scott Creek Rd	DT355	L3-N-33-680-00008		
400619	24	W	4	13	39122	5.67	10.018	37.891509	-122.132425	.475	ML	4	Deer Hill Rd /Acalanes	DT445	L4-W-28-024-00567		
400620	101	S	4	41		17.96	458.28	38.065599	-122.536996	.225	ML	4	Bel Marin Keys Blvd / Hamilton F	DT561	L4-S-27-101-01796		
400622	80	E	4	95	81666	1.75	29.235	38.084865	-122.232917	1.155	ML	3	Magazine St	DT056	L3-E-23-080-00175		
400624	580	E	4	13	60620	0.72	64.445	37.905897	-122.31891	.56	ML	3	Bayview Ave/51St	DT117	L3-E-28-580-00072		
400625	580	E	4	1	57792	17.94	34.124	37.701329	-121.871949	.43	ML	4	SB Santa Rita Rd	E33CN	L4-E-33-580-01794		
400628	80	W	4	13	60620	0.44	13.786	37.903475	-122.312712	.14	ML	4	Carlson Blvd/Central-1	DT110	L4-W-28-080-00044		
400630	101	N	4	41		16.30	456.824	38.043717	-122.535012	.46	ML	5	Miller Creek Rd -Nave Dr.-2	DTB46	L5-N-27-101-01630		
400631	4	E	4	13		17.85	17.689	38.021073	-121.981704	.39	ML	4	Willow Pass Rd  On/Off-1	DT423	L4-E-28-004-01785		
400633	680	N	4	1	26000	2.04	11.975	37.491553	-121.918936	.5	ML	3	Mission Blvd	DT920	L3-S-33-680-00204		
400634	880	S	4	1	33000	15.80	26.027	37.633433	-122.085877	.28	ML	4	Tennyson Rd.	E33CK	L4-S-33-880-01580		
400636	680	N	4	13		11.22	42.612	37.862541	-122.034194	.295	ML	4	Livorna Rd	DT265	L4-N-28-680-01122		
400637	85	S	4	85	68000	5.05	5.05	37.255322	-121.855765	.18	ML	3	Santa Teresa Boulevard	E37CB	L3-S-37-085-00505		
400639	580	E	4	13	60620	4.45	68.127	37.927097	-122.37423	2.995	ML	3	WB Cutting Blvd	DT123	L3-E-28-580-00445		
400640	880	N	4	1	33000	16.45	26.677	37.641715	-122.091489	.35	ML	4	Route 92 EB(Diag)/WB(Loop)	DT764	L4-N-33-880-01645		
400641	101	N	4	81	8310	25.73	427.917	37.703028	-122.393657	.573	ML	4	Harney Way	DT404	L4-N-35-101-02573		
400642	980	E	4	1	53000	1.83	1.821	37.821318	-122.268956	.331	ML	3	I-580	DT417	L3-E-33-980-00183		
400643	101	S	4	85	77000	43.79	393.464	37.390763	-121.994912	.49	ML	4	Lawrence Expressway	E37GW	L4-S-37-101-04379		
400645	101	N	4	81	68252	11.62	413.807	37.550117	-122.292942	.15	ML	4	SR-92	DT141	L4-N-35-101-01162		
400648	85	S	4	85	68000	16.06	16.236	37.303016	-122.034801	.91	ML	3	De Anza Boulevard	E37DQ	L3-S-37-085-01606		
400649	17	N	4	85	44112	9.06	21.613	37.251741	-121.958118	1.175	ML	2	Lark Avenue	E37J2	L2-N-37-017-00906		
400654	87	N	4	85	68000	3.07	3.07	37.297581	-121.873949	.44	ML	2	Curtner Ave	E37BY	L2-N-37-087-00307		
400655	24	E	4	1	53000	2.22	.373	37.829582	-122.266637	.573	ML	4	Grove-52nd	DT675	L4-E-33-024-00222		
400656	101	N	4	41		15.85	456.374	38.037559	-122.536356	2.725	ML	4	Miller Creek Rd	DT555	L4-N-27-101-01585		
400657	101	S	4	81		19.05	421.274	37.61287	-122.39602	.26	ML	6	I-380 To Airport Blvd -S.F. Airp	DT287	L6-S-35-101-01905		
400659	880	S	4	1	53000	34.80	45.027	37.822953	-122.292056	.55	ML	2	Grand Ave	DT331	L2-S-33-880-03480		
400660	80	E	4	13	57288	8.59	21.936	37.99801	-122.285108	.365	ML	4	Pinole Valley Rd	DT469	L4-E-28-080-00859		
400661	101	N	4	81	68252	10.81	412.997	37.540675	-122.284186	.685	ML	4	Ralston Ave/E. Hillsdale-3	DT261	L4-N-35-101-01081		
400662	880	N	4	1	26000	6.22	16.447	37.522375	-121.987291	.765	ML	4	Stevenson Blvd.	E33GH	L4-N-33-880-00622		
400664	87	N	4	85	68000	3.54	3.54	37.303573	-121.877981	.645	ML	2	Almaden Expressway	E37BU	L2-N-37-087-00354		
400665	680	S	4	85	68000	0.20	.2	37.341821	-121.848758	.59	ML	4	King Road	DT593	L4-S-37-680-00020		
400666	880	S	4	1		19.04	29.267	37.67425	-122.114421	.56	ML	5	Hesperian Blvd	DT397	L5-S-33-880-01904		
